Draw,Date,Pick3,Pick4
0,2018-08-22,207,1627
1,2018-08-22,930,6295
0,2018-08-23,506,3070
1,2018-08-23,460,6273
0,2018-08-24,563,8299
1,2018-08-24,528,4053
0,2018-08-25,347,8734
1,2018-08-25,609,1711
0,2018-08-26,950,7405
1,2018-08-26,509,9950
0,2018-08-27,443,1066
1,2018-08-27,257,7113
0,2018-08-28,26,6764
1,2018-08-28,746,8035
0,2018-08-29,172,1374
1,2018-08-29,953,8656
0,2018-08-30,51,9928
1,2018-08-30,470,6208
0,2018-08-31,442,1591
1,2018-08-31,899,8001
0,2018-09-01,344,4238
1,2018-09-01,881,6546
0,2018-09-02,721,8922
1,2018-09-02,370,7038
0,2018-09-03,576,8494
1,2018-09-03,203,8163
0,2018-09-04,250,8745
1,2018-09-04,729,985
0,2018-09-05,145,4842
1,2018-09-05,394,2995
0,2018-09-06,209,482
1,2018-09-06,270,6282
0,2018-09-07,64,4724
1,2018-09-07,769,5532
0,2018-09-08,444,7069
1,2018-09-08,992,36
0,2018-09-09,25,119
1,2018-09-09,336,5941
0,2018-09-10,986,4509
1,2018-09-10,576,1402
0,2018-09-11,457,7459
1,2018-09-11,272,1833
0,2018-09-12,930,2475
1,2018-09-12,804,8835
0,2018-09-13,164,3193
1,2018-09-13,66,5415
0,2018-09-14,586,6020
1,2018-09-14,60,8916
0,2018-09-15,377,9628
1,2018-09-15,738,5884
0,2018-09-16,255,8050
1,2018-09-16,713,714
0,2018-09-17,262,7205
1,2018-09-17,733,844
0,2018-09-18,687,5225
1,2018-09-18,939,4561
0,2018-09-19,830,7291
1,2018-09-19,287,2354
0,2018-09-20,658,7006
1,2018-09-20,763,6838
0,2018-09-21,433,9380
1,2018-09-21,786,875
0,2018-09-22,66,7795
1,2018-09-22,420,386
0,2018-09-23,889,7408
1,2018-09-23,621,5811
0,2018-09-24,49,9043
1,2018-09-24,827,7926
0,2018-09-25,835,2968
1,2018-09-25,184,8403
0,2018-09-26,724,8010
1,2018-09-26,142,9707
0,2018-09-27,36,563
1,2018-09-27,652,4954
0,2018-09-28,633,4973
1,2018-09-28,219,5493
0,2018-09-29,927,3408
1,2018-09-29,238,5405
0,2018-09-30,712,8822
1,2018-09-30,772,3102
0,2018-10-01,748,8869
1,2018-10-01,407,4132
0,2018-10-02,440,6384
1,2018-10-02,329,1555
0,2018-10-03,435,1916
1,2018-10-03,384,2158
0,2018-10-04,302,4959
1,2018-10-04,210,3277
0,2018-10-05,251,5650
1,2018-10-05,905,8600
0,2018-10-06,651,6812
1,2018-10-06,451,2921
0,2018-10-07,575,8455
1,2018-10-07,128,1402
0,2018-10-08,965,9288
1,2018-10-08,95,84
0,2018-10-09,115,4622
1,2018-10-09,338,5702
0,2018-10-10,414,3894
1,2018-10-10,476,3129
0,2018-10-11,473,9532
1,2018-10-11,471,5619
0,2018-10-12,881,7234
1,2018-10-12,377,727
0,2018-10-13,442,6155
1,2018-10-13,327,8582
0,2018-10-14,682,6782
1,2018-10-14,994,2289
0,2018-10-15,336,1524
1,2018-10-15,1,574
0,2018-10-16,329,1900
1,2018-10-16,718,3448
0,2018-10-17,479,4240
1,2018-10-17,296,2518
0,2018-10-18,720,1009
1,2018-10-18,648,8749
0,2018-10-19,612,1369
1,2018-10-19,200,3536
0,2018-10-20,536,9149
1,2018-10-20,481,1212
0,2018-10-21,942,2637
1,2018-10-21,266,5192
0,2018-10-22,68,6648
1,2018-10-22,90,7993
0,2018-10-23,633,8437
1,2018-10-23,167,4617
0,2018-10-24,115,3759
1,2018-10-24,705,2522
0,2018-10-25,893,5292
1,2018-10-25,690,8058
0,2018-10-26,773,3393
1,2018-10-26,2,3733
0,2018-10-27,454,3765
1,2018-10-27,370,7407
0,2018-10-28,216,7090
1,2018-10-28,943,31
0,2018-10-29,778,7150
1,2018-10-29,590,559
0,2018-10-30,943,8387
1,2018-10-30,651,413
0,2018-10-31,594,901
1,2018-10-31,929,2314
0,2018-11-01,713,7577
1,2018-11-01,342,3169
0,2018-11-02,182,5961
1,2018-11-02,18,2248
0,2018-11-03,302,8006
1,2018-11-03,836,3568
0,2018-11-04,294,9105
1,2018-11-04,559,3436
0,2018-11-05,314,1660
1,2018-11-05,947,6699
0,2018-11-06,418,9384
1,2018-11-06,911,4289
0,2018-11-07,745,5018
1,2018-11-07,375,1154
0,2018-11-08,971,5130
1,2018-11-08,441,4370
0,2018-11-09,206,4252
1,2018-11-09,483,8131
0,2018-11-10,532,5721
1,2018-11-10,362,9893
0,2018-11-11,212,2816
1,2018-11-11,824,565
0,2018-11-12,887,995
1,2018-11-12,946,1181
0,2018-11-13,635,3025
1,2018-11-13,525,3751
0,2018-11-14,27,4886
1,2018-11-14,23,4750
0,2018-11-15,201,3341
1,2018-11-15,177,677
0,2018-11-16,832,9479
1,2018-11-16,671,9639
0,2018-11-17,674,4968
1,2018-11-17,655,9944
0,2018-11-18,791,2094
1,2018-11-18,53,8570
0,2018-11-19,419,724
1,2018-11-19,14,2788
0,2018-11-20,937,2314
1,2018-11-20,39,886
0,2018-11-21,491,3460
1,2018-11-21,679,4363
0,2018-11-22,789,4790
1,2018-11-22,598,2674
0,2018-11-23,31,1070
1,2018-11-23,325,7588
0,2018-11-24,650,8603
1,2018-11-24,307,9178
0,2018-11-25,572,9710
1,2018-11-25,295,8106
0,2018-11-26,419,5104
1,2018-11-26,790,5860
0,2018-11-27,864,4857
1,2018-11-27,41,5849
0,2018-11-28,777,3755
1,2018-11-28,192,8457
0,2018-11-29,697,1240
1,2018-11-29,411,7328
0,2018-11-30,363,256
1,2018-11-30,171,6668
0,2018-12-01,896,5741
1,2018-12-01,173,365
0,2018-12-02,896,181
1,2018-12-02,215,8221
0,2018-12-03,31,8340
1,2018-12-03,451,7685
0,2018-12-04,679,5671
1,2018-12-04,885,1830
0,2018-12-05,281,7045
1,2018-12-05,384,4221
0,2018-12-06,269,6893
1,2018-12-06,529,5883
0,2018-12-07,32,8665
1,2018-12-07,848,399
0,2018-12-08,689,7405
1,2018-12-08,639,6121
0,2018-12-09,706,7224
1,2018-12-09,102,238
0,2018-12-10,24,6820
1,2018-12-10,303,3074
0,2018-12-11,257,4619
1,2018-12-11,554,196
0,2018-12-12,339,4159
1,2018-12-12,398,4532
0,2018-12-13,782,7847
1,2018-12-13,443,26
0,2018-12-14,197,7375
1,2018-12-14,104,7925
0,2018-12-15,487,1694
1,2018-12-15,663,2890
0,2018-12-16,405,3854
1,2018-12-16,405,8694
0,2018-12-17,253,5678
1,2018-12-17,407,9270
0,2018-12-18,354,1167
1,2018-12-18,150,4330
0,2018-12-19,113,670
1,2018-12-19,588,8231
0,2018-12-20,582,8166
1,2018-12-20,242,1854
0,2018-12-21,538,5936
1,2018-12-21,796,2289
0,2018-12-22,711,6017
1,2018-12-22,841,7269
0,2018-12-23,436,6811
1,2018-12-23,428,8162
0,2018-12-24,196,159
1,2018-12-24,446,1413
0,2018-12-25,586,3593
1,2018-12-25,644,2818
0,2018-12-26,142,1989
1,2018-12-26,472,149
0,2018-12-27,765,5308
1,2018-12-27,56,2764
0,2018-12-28,616,6159
1,2018-12-28,644,9222
0,2018-12-29,16,439
1,2018-12-29,49,2560
0,2018-12-30,936,2369
1,2018-12-30,256,9122
0,2018-12-31,156,7900
1,2018-12-31,326,1091
